iter	Passed	Remaining
0	14	14959
1	26	13395
2	38	12708
3	50	12509
4	60	12067
5	71	11838
6	82	11721
7	96	11926
8	108	11950
9	118	11749
10	131	11838
11	147	12105
12	166	12674
13	190	13449
14	224	14773
15	260	15994
16	307	17767
17	318	17385
18	343	17712
19	422	20697
20	446	20810
21	468	20816
22	482	20479
23	498	20257
24	511	19938
25	525	19686
26	546	19691
27	565	19621
28	585	19619
29	721	23343
30	761	23814
31	791	23950
32	817	23948
33	842	23931
34	864	23825
35	892	23887
36	919	23943
37	945	23928
38	966	23818
39	986	23676
40	1008	23597
41	1033	23584
42	1057	23534
43	1077	23400
44	1096	23276
45	1120	23243
46	1144	23208
47	1165	23109
48	1185	23011
49	1205	22906
50	1226	22818
51	1246	22730
52	1266	22635
53	1288	22570
54	1312	22557
55	1338	22568
56	1365	22586
57	1386	22524
58	1412	22533
59	1488	23318
60	1509	23237
61	1527	23107
62	1555	23132
63	1639	23974
64	1662	23910
65	1685	23855
66	1706	23757
67	1734	23778
68	1762	23786
69	1792	23808
70	1819	23801
71	1841	23732
72	1860	23625
73	1879	23524
74	1900	23444
75	1926	23424
76	1949	23367
77	1981	23418
78	2011	23455
79	2043	23496
80	2069	23481
81	2088	23379
82	2108	23298
83	2130	23236
84	2153	23178
85	2160	22966
86	2180	22878
87	2199	22793
88	2219	22722
89	2241	22659
90	2260	22576
91	2282	22529
92	2310	22533
93	2340	22558
94	2369	22577
95	2398	22583
96	2429	22619
97	2467	22712
98	2583	23514
99	2635	23721
100	2677	23832
101	2706	23823
102	2730	23775
103	2752	23715
104	2779	23689
105	2804	23655
106	2833	23644
107	2856	23591
108	2882	23564
109	2911	23558
110	2938	23535
111	2966	23523
112	2999	23543
113	3027	23530
114	3051	23486
115	3074	23428
116	3100	23400
117	3130	23401
118	3166	23446
119	3199	23466
120	3258	23671
121	3330	23967
122	3438	24515
123	3465	24482
124	3494	24463
125	3523	24437
126	3580	24615
127	3629	24726
128	3668	24766
129	3690	24700
130	3712	24627
131	3737	24580
132	3760	24515
133	3790	24496
134	3814	24444
135	3841	24407
136	3870	24382
137	3896	24339
138	3927	24330
139	3970	24391
140	3997	24354
141	4021	24297
142	4047	24254
143	4075	24223
144	4098	24169
145	4135	24190
146	4171	24208
147	4200	24180
148	4228	24153
149	4259	24138
150	4285	24097
151	4308	24038
152	4333	23991
153	4358	23942
154	4381	23886
155	4406	23840
156	4429	23783
157	4454	23739
158	4480	23696
159	4508	23670
160	4538	23652
161	4568	23630
162	4592	23582
163	4672	23817
164	4697	23769
165	4720	23715
166	4729	23592
167	4762	23587
168	4785	23529
169	4807	23470
170	4828	23410
171	4852	23361
172	4877	23315
173	4908	23302
174	4939	23283
175	4986	23347
176	5024	23360
177	5051	23326
178	5083	23314
179	5115	23303
180	5151	23309
181	5234	23526
182	5292	23628
183	5348	23721
184	5433	23936
185	5483	23998
186	5513	23970
187	5541	23932
188	5565	23881
189	5587	23821
190	5611	23766
191	5634	23710
192	5659	23664
193	5742	23859
194	5776	23844
195	5799	23790
196	5826	23749
197	5837	23645
198	5862	23595
199	5888	23553
200	5915	23515
201	5944	23482
202	5985	23500
203	6021	23496
204	6047	23452
205	6073	23410
206	6100	23371
207	6130	23343
208	6159	23311
209	6197	23316
210	6221	23263
211	6284	23360
212	6322	23360
213	6346	23311
214	6376	23280
215	6407	23258
216	6443	23250
217	6507	23343
218	6543	23336
219	6569	23293
220	6591	23233
221	6598	23124
222	6617	23058
223	6622	22943
224	6641	22874
225	6661	22815
226	6683	22758
227	6707	22711
228	6733	22671
229	6821	22836
230	6945	23121
231	7016	23225
232	7040	23176
233	7068	23140
234	7100	23114
235	7124	23065
236	7142	22994
237	7161	22929
238	7181	22866
239	7203	22810
240	7231	22774
241	7272	22777
242	7293	22721
243	7313	22660
244	7333	22599
245	7353	22539
246	7375	22483
247	7383	22388
248	7402	22327
249	7420	22261
250	7438	22195
251	7458	22138
252	7479	22082
253	7499	22026
254	7520	21972
255	7540	21915
256	7559	21854
257	7578	21795
258	7662	21921
259	7698	21910
260	7722	21864
261	7745	21818
262	7768	21770
263	7792	21725
264	7933	22003
265	7988	22042
266	8013	21998
267	8026	21922
268	8038	21844
269	8049	21763
270	8052	21662
271	8063	21581
272	8074	21502
273	8086	21425
274	8098	21349
275	8110	21275
276	8122	21201
277	8135	21129
278	8146	21052
279	8162	20988
280	8183	20939
281	8206	20893
282	8228	20846
283	8254	20809
284	8276	20764
285	8300	20721
286	8325	20682
287	8349	20641
288	8369	20591
289	8388	20536
290	8418	20511
291	8450	20488
292	8475	20452
293	8494	20398
294	8515	20349
295	8534	20299
296	8553	20246
297	8573	20196
298	8591	20143
299	8618	20110
300	8643	20072
301	8652	19998
302	8680	19967
303	8711	19944
304	8732	19899
305	8757	19861
306	8778	19817
307	8801	19774
308	8823	19731
309	8852	19704
310	8881	19675
311	8911	19651
312	8936	19614
313	8955	19564
314	9024	19623
315	9064	19619
316	9081	19565
317	9093	19501
318	9107	19441
319	9127	19395
320	9139	19331
321	9155	19276
322	9175	19231
323	9197	19190
324	9222	19155
325	9249	19122
326	9270	19079
327	9296	19046
328	9331	19031
329	9362	19008
330	9486	19172
331	9542	19199
332	9577	19183
333	9612	19167
334	9642	19142
335	9672	19115
336	9699	19081
337	9726	19051
338	9754	19018
339	9780	18985
340	9809	18956
341	9816	18885
342	9845	18859
343	9874	18830
344	9902	18799
345	9931	18771
346	9958	18739
347	9984	18707
348	9996	18645
349	10026	18620
350	10123	18718
351	10146	18678
352	10156	18616
353	10176	18570
354	10198	18530
355	10205	18460
356	10239	18443
357	10289	18451
358	10346	18474
359	10419	18523
360	10475	18543
361	10516	18535
362	10575	18558
363	10608	18535
364	10640	18511
365	10667	18478
366	10694	18446
367	10727	18423
368	10751	18386
369	10776	18349
370	10807	18323
371	10836	18294
372	10867	18268
373	10901	18246
374	10950	18251
375	10975	18214
376	10997	18172
377	11003	18106
378	11025	18065
379	11049	18027
380	11072	17988
381	11100	17957
382	11151	17965
383	11218	17995
384	11241	17956
385	11262	17915
386	11284	17874
387	11308	17837
388	11337	17808
389	11376	17793
390	11403	17760
391	11429	17727
392	11461	17701
393	11493	17678
394	11529	17659
395	11559	17630
396	11583	17594
397	11610	17561
398	11638	17529
399	11679	17519
400	11705	17485
401	11731	17450
402	11756	17415
403	11784	17384
404	11811	17352
405	11846	17331
406	11881	17311
407	11918	17293
408	11952	17271
409	11991	17255
410	12026	17235
411	12059	17211
412	12086	17179
413	12117	17151
414	12145	17120
415	12174	17091
416	12225	17092
417	12284	17104
418	12321	17085
419	12340	17042
420	12364	17005
421	12388	16968
422	12412	16931
423	12437	16896
424	12479	16883
425	12509	16855
426	12536	16822
427	12561	16788
428	12585	16751
429	12593	16693
430	12615	16654
431	12641	16620
432	12682	16607
433	12796	16688
434	12848	16687
435	12918	16711
436	12984	16727
437	13010	16694
438	13041	16665
439	13071	16636
440	13100	16605
441	13126	16571
442	13152	16537
443	13177	16502
444	13202	16466
445	13226	16429
446	13249	16391
447	13312	16403
448	13366	16403
449	13384	16358
450	13398	16310
451	13412	16260
452	13428	16215
453	13448	16173
454	13468	16132
455	13507	16114
456	13530	16076
457	13546	16031
458	13691	16137
459	13743	16133
460	13761	16090
461	13789	16057
462	13820	16029
463	13845	15993
464	13867	15954
465	13888	15914
466	13905	15870
467	13923	15828
468	13942	15785
469	13964	15746
470	13986	15708
471	14005	15667
472	14027	15628
473	14048	15589
474	14066	15547
475	14085	15505
476	14103	15463
477	14122	15422
478	14140	15380
479	14151	15330
480	14170	15289
481	14190	15250
482	14218	15219
483	14247	15189
484	14271	15153
485	14291	15114
486	14310	15074
487	14330	15035
488	14387	15034
489	14440	15030
490	14460	14990
491	14473	14944
492	14477	14888
493	14490	14842
494	14503	14796
495	14512	14746
496	14514	14689
497	14529	14646
498	14534	14592
499	14550	14550
500	14571	14513
501	14593	14476
502	14615	14441
503	14637	14404
504	14657	14367
505	14676	14328
506	14699	14293
507	14719	14256
508	14739	14218
509	14761	14182
510	14780	14144
511	14805	14111
512	14825	14074
513	14846	14037
514	14871	14005
515	14890	13966
516	14910	13929
517	14929	13892
518	14944	13849
519	14963	13812
520	14986	13778
521	15008	13743
522	15028	13706
523	15047	13669
524	15057	13623
525	15078	13588
526	15101	13553
527	15120	13516
528	15140	13480
529	15170	13453
530	15189	13415
531	15210	13380
532	15224	13338
533	15245	13304
534	15269	13271
535	15290	13236
536	15311	13201
537	15330	13164
538	15357	13135
539	15385	13106
540	15404	13069
541	15492	13091
542	15517	13059
543	15531	13018
544	15544	12977
545	15557	12936
546	15574	12897
547	15588	12857
548	15603	12817
549	15622	12782
550	15643	12747
551	15663	12712
552	15678	12673
553	15703	12642
554	15722	12606
555	15742	12571
556	15760	12535
557	15783	12501
558	15810	12472
559	15834	12441
560	15854	12406
561	15890	12384
562	15909	12348
563	15935	12319
564	15965	12291
565	15989	12260
566	16010	12226
567	16035	12196
568	16057	12163
569	16087	12136
570	16112	12105
571	16133	12071
572	16155	12038
573	16178	12006
574	16202	11975
575	16224	11943
576	16244	11908
577	16265	11875
578	16284	11840
579	16305	11807
580	16328	11775
581	16349	11742
582	16369	11708
583	16391	11676
584	16409	11641
585	16430	11608
586	16438	11565
587	16459	11532
588	16477	11497
589	16532	11488
590	16583	11476
591	16610	11447
592	16626	11411
593	16653	11382
594	16666	11344
595	16680	11307
596	16703	11275
597	16728	11245
598	16751	11214
599	16761	11174
600	16783	11142
601	16792	11102
602	16814	11070
603	16833	11036
604	16853	11003
605	16873	10970
606	16894	10938
607	16920	10909
608	16957	10887
609	16998	10867
610	17022	10837
611	17045	10806
612	17070	10777
613	17091	10744
614	17110	10711
615	17130	10678
616	17162	10653
617	17188	10624
618	17216	10596
619	17243	10568
620	17269	10539
621	17293	10509
622	17319	10480
623	17341	10449
624	17366	10419
625	17387	10387
626	17408	10356
627	17423	10321
628	17436	10284
629	17452	10249
630	17490	10228
631	17511	10196
632	17533	10165
633	17551	10132
634	17606	10120
635	17664	10109
636	17686	10078
637	17708	10047
638	17726	10014
639	17739	9978
640	17754	9943
641	17775	9912
642	17802	9884
643	17812	9846
644	17838	9818
645	17859	9786
646	17878	9754
647	17898	9722
648	17918	9691
649	17939	9659
650	17960	9628
651	17966	9589
652	17987	9558
653	18007	9526
654	18027	9495
655	18040	9460
656	18058	9427
657	18080	9397
658	18103	9367
659	18121	9335
660	18139	9302
661	18157	9270
662	18176	9239
663	18201	9210
664	18222	9179
665	18242	9148
666	18250	9111
667	18268	9079
668	18288	9048
669	18308	9017
670	18328	8986
671	18335	8949
672	18354	8918
673	18374	8887
674	18393	8855
675	18414	8826
676	18438	8797
677	18457	8766
678	18477	8735
679	18498	8705
680	18517	8674
681	18538	8644
682	18559	8614
683	18580	8584
684	18598	8552
685	18622	8523
686	18653	8498
687	18735	8496
688	18758	8467
689	18777	8436
690	18795	8404
691	18812	8373
692	18827	8340
693	18847	8310
694	18855	8274
695	18872	8243
696	18878	8206
697	18897	8176
698	18917	8145
699	18938	8116
700	18958	8086
701	18977	8056
702	18997	8025
703	19017	7996
704	19038	7966
705	19055	7935
706	19087	7910
707	19126	7888
708	19161	7864
709	19189	7838
710	19208	7807
711	19233	7779
712	19247	7747
713	19265	7717
714	19286	7687
715	19306	7657
716	19326	7628
717	19346	7598
718	19354	7563
719	19374	7534
720	19394	7504
721	19415	7475
722	19433	7445
723	19453	7416
724	19471	7385
725	19490	7355
726	19510	7326
727	19531	7297
728	19564	7272
729	19585	7243
730	19605	7214
731	19624	7184
732	19643	7155
733	19664	7126
734	19686	7097
735	19706	7068
736	19899	7101
737	19907	7067
738	19914	7033
739	19938	7005
740	19951	6973
741	19961	6940
742	19971	6908
743	19984	6876
744	19996	6844
745	20008	6812
746	20020	6780
747	20032	6748
748	20044	6717
749	20055	6685
750	20067	6653
751	20082	6622
752	20100	6593
753	20124	6565
754	20149	6538
755	20175	6511
756	20200	6484
757	20226	6457
758	20253	6430
759	20284	6405
760	20318	6381
761	20344	6354
762	20366	6326
763	20388	6297
764	20411	6270
765	20432	6241
766	20438	6208
767	20459	6180
768	20484	6153
769	20513	6127
770	20539	6100
771	20561	6072
772	20585	6045
773	20607	6017
774	20626	5988
775	20648	5960
776	20675	5933
777	20694	5905
778	20718	5877
779	20739	5849
780	20759	5821
781	20781	5793
782	20800	5764
783	20824	5737
784	20844	5709
785	20861	5679
786	20882	5651
787	20936	5632
788	20983	5611
789	21085	5604
790	21117	5579
791	21151	5554
792	21183	5529
793	21208	5502
794	21234	5475
795	21263	5449
796	21289	5422
797	21312	5394
798	21334	5367
799	21348	5337
800	21363	5307
801	21384	5279
802	21405	5251
803	21431	5224
804	21450	5196
805	21470	5167
806	21492	5140
807	21513	5112
808	21533	5083
809	21554	5056
810	21572	5027
811	21594	4999
812	21613	4971
813	21626	4941
814	21644	4913
815	21665	4885
816	21684	4857
817	21709	4830
818	21736	4803
819	21769	4778
820	21790	4750
821	21821	4725
822	21840	4697
823	21860	4669
824	21879	4641
825	21898	4612
826	21918	4585
827	21942	4558
828	21971	4532
829	22070	4520
830	22101	4494
831	22126	4467
832	22156	4441
833	22181	4415
834	22203	4387
835	22238	4362
836	22272	4337
837	22305	4312
838	22339	4286
839	22373	4261
840	22413	4237
841	22445	4211
842	22472	4185
843	22497	4158
844	22528	4132
845	22558	4106
846	22566	4076
847	22648	4059
848	22684	4034
849	22712	4008
850	22740	3981
851	22763	3954
852	22789	3927
853	22828	3902
854	22874	3879
855	22898	3852
856	22922	3824
857	22951	3798
858	22979	3772
859	23010	3745
860	23039	3719
861	23066	3692
862	23167	3677
863	23205	3652
864	23232	3625
865	23261	3599
866	23291	3572
867	23298	3543
868	23327	3516
869	23367	3491
870	23452	3473
871	23480	3446
872	23503	3419
873	23512	3389
874	23538	3362
875	23561	3335
876	23573	3306
877	23597	3278
878	23625	3252
879	23653	3225
880	23682	3198
881	23707	3171
882	23736	3145
883	23794	3122
884	23832	3096
885	23890	3073
886	23981	3055
887	24055	3034
888	24082	3006
889	24109	2979
890	24138	2952
891	24211	2931
892	24263	2907
893	24297	2880
894	24332	2854
895	24370	2828
896	24408	2802
897	24439	2775
898	24480	2750
899	24517	2724
900	24568	2699
901	24604	2673
902	24630	2645
903	24656	2618
904	24694	2592
905	24731	2565
906	24770	2539
907	24812	2514
908	24859	2488
909	24897	2462
910	24930	2435
911	24958	2408
912	24986	2380
913	25013	2353
914	25038	2325
915	25068	2298
916	25162	2277
917	25197	2250
918	25223	2223
919	25290	2199
920	25351	2174
921	25376	2146
922	25384	2117
923	25409	2089
924	25431	2061
925	25457	2034
926	25499	2008
927	25556	1982
928	25608	1957
929	25642	1930
930	25672	1902
931	25704	1875
932	25760	1849
933	25910	1830
934	25974	1805
935	26016	1778
936	26056	1751
937	26096	1724
938	26129	1697
939	26159	1669
940	26209	1643
941	26308	1619
942	26395	1595
943	26440	1568
944	26474	1540
945	26494	1512
946	26516	1484
947	26539	1455
948	26566	1427
949	26731	1406
950	26874	1384
951	26963	1359
952	27022	1332
953	27152	1309
954	27229	1283
955	27338	1258
956	27377	1230
957	27406	1201
958	27484	1175
959	27605	1150
960	27858	1130
961	27905	1102
962	27947	1073
963	27995	1045
964	28035	1016
965	28113	989
966	28167	961
967	28203	932
968	28234	903
969	28275	874
970	28336	846
971	28393	817
972	28457	789
973	28512	761
974	28554	732
975	29173	717
976	29211	687
977	29245	657
978	29279	628
979	29307	598
980	29334	568
981	29369	538
982	29408	508
983	29443	478
984	29473	448
985	29510	419
986	29576	389
987	29648	360
988	29751	330
989	29778	300
990	29819	270
991	29847	240
992	29872	210
993	29896	180
994	29918	150
995	29944	120
996	29972	90
997	30008	60
998	30038	30
999	30076	0
