iter	Passed	Remaining
579	29618	21447
580	29713	21428
581	29789	21394
582	29839	21343
583	29889	21291
584	29940	21239
585	30003	21196
586	30048	21141
587	30097	21088
588	30155	21042
589	30214	20996
590	30303	20971
591	30340	20910
592	30377	20849
593	30415	20788
594	30452	20728
595	30489	20667
596	30525	20606
597	30566	20547
598	30604	20488
599	30640	20427
600	30677	20366
601	30690	20290
602	30731	20233
603	30768	20173
604	30784	20098
605	30822	20039
606	30858	19979
607	30895	19919
608	30941	19865
609	30980	19807
610	30999	19736
611	31033	19674
612	31066	19613
613	31115	19561
614	31162	19508
615	31201	19450
616	31236	19390
617	31273	19330
618	31325	19280
619	31359	19220
620	31395	19160
621	31431	19101
622	31472	19045
623	31514	18989
624	31551	18930
625	31586	18870
626	31632	18817
627	31672	18761
628	31708	18702
629	31747	18645
630	31786	18588
631	31832	18535
632	31878	18482
633	31915	18424
634	31951	18365
635	31987	18307
636	32023	18248
637	32061	18191
638	32104	18137
639	32141	18079
640	32175	18020
641	32188	17949
642	32199	17877
643	32234	17818
644	32268	17760
645	32319	17710
646	32360	17655
647	32393	17596
648	32444	17547
649	32478	17488
650	32511	17429
651	32545	17370
652	32579	17312
653	32616	17255
654	32663	17204
655	32723	17159
656	32763	17104
657	32801	17048
658	32840	16993
659	32880	16938
660	32914	16880
661	32954	16825
662	32994	16771
663	33031	16714
664	33068	16658
665	33080	16589
666	33121	16535
667	33160	16480
668	33197	16425
669	33241	16372
670	33278	16316
671	33313	16260
672	33376	16216
673	33411	16160
674	33447	16104
675	33486	16049
676	33525	15995
677	33562	15939
678	33595	15882
679	33632	15826
680	33665	15770
681	33703	15715
682	33739	15659
683	33780	15606
684	33816	15550
685	33855	15496
686	33907	15448
687	33941	15392
688	33979	15337
689	34019	15284
690	34065	15233
691	34114	15183
692	34151	15129
693	34191	15075
694	34231	15022
695	34276	14971
696	34311	14915
697	34363	14867
698	34404	14815
699	34439	14759
700	34450	14694
701	34484	14638
702	34518	14583
703	34553	14528
704	34588	14473
705	34641	14425
706	34679	14372
707	34715	14317
708	34754	14264
709	34798	14213
710	34839	14161
711	34878	14108
712	34928	14059
713	34969	14007
714	35011	13955
715	35053	13903
716	35095	13852
717	35134	13799
718	35167	13744
719	35201	13689
720	35241	13637
721	35282	13585
722	35329	13535
723	35397	13494
724	35444	13444
725	35477	13389
726	35518	13337
727	35554	13284
728	35590	13230
729	35625	13176
730	35667	13125
731	35722	13078
732	35759	13025
733	35797	12972
734	35838	12921
735	35879	12869
736	35913	12815
737	35948	12762
738	35984	12709
739	36025	12657
740	36066	12606
741	36103	12553
742	36138	12500
743	36187	12451
744	36230	12401
745	36270	12349
746	36310	12298
747	36351	12246
748	36395	12196
749	36455	12151
750	36488	12098
751	36522	12044
752	36556	11991
753	36589	11937
754	36625	11885
755	36664	11833
756	36708	11783
757	36740	11729
758	36776	11677
759	36815	11626
760	36857	11575
761	36899	11524
762	36938	11473
763	36972	11420
764	37009	11369
765	37058	11320
766	37095	11268
767	37132	11217
768	37171	11165
769	37212	11115
770	37251	11064
771	37300	11016
772	37337	10964
773	37374	10913
774	37415	10862
775	37473	10816
776	37509	10765
777	37541	10712
778	37574	10659
779	37613	10609
780	37653	10558
781	37694	10508
782	37737	10458
783	37776	10407
784	37812	10356
785	37866	10309
786	37907	10259
787	37942	10207
788	37978	10156
789	38015	10105
790	38058	10055
791	38113	10009
792	38152	9958
793	38187	9907
794	38220	9855
795	38257	9804
796	38295	9754
797	38336	9704
798	38375	9654
799	38412	9603
800	38471	9557
801	38505	9506
802	38532	9453
803	38565	9401
804	38601	9350
805	38638	9300
806	38678	9250
807	38721	9201
808	38755	9149
809	38792	9099
810	38829	9049
811	38876	9000
812	38929	8954
813	38965	8903
814	39005	8854
815	39050	8805
816	39090	8755
817	39125	8705
818	39162	8654
819	39209	8606
820	39248	8557
821	39288	8507
822	39327	8458
823	39363	8407
824	39398	8357
825	39434	8307
826	39497	8262
827	39625	8231
828	39698	8188
829	39745	8140
830	39789	8092
831	39831	8042
832	39876	7994
833	40034	7968
834	40097	7923
835	40145	7875
836	40186	7826
837	40231	7777
838	40275	7728
839	40316	7679
840	40351	7628
841	40398	7580
842	40439	7531
843	40481	7482
844	40545	7437
845	40584	7387
846	40623	7338
847	40682	7292
848	40733	7244
849	40776	7195
850	40817	7146
851	40852	7096
852	40886	7046
853	40920	6995
854	40958	6946
855	40998	6896
856	41035	6847
857	41073	6797
858	41108	6747
859	41154	6699
860	41196	6650
861	41236	6601
862	41273	6552
863	41308	6502
864	41365	6455
865	41404	6406
866	41442	6357
867	41477	6307
868	41516	6258
869	41578	6212
870	41607	6162
871	41641	6112
872	41675	6062
873	41713	6013
874	41751	5964
875	41792	5915
876	41833	5867
877	41874	5818
878	41923	5771
879	41961	5722
880	41997	5672
881	42028	5622
882	42066	5573
883	42114	5526
884	42166	5479
885	42205	5430
886	42238	5380
887	42274	5331
888	42313	5283
889	42353	5234
890	42389	5185
891	42425	5136
892	42464	5088
893	42501	5039
894	42542	4990
895	42603	4945
896	42645	4896
897	42676	4847
898	42706	4797
899	42740	4748
900	42776	4700
901	42825	4652
902	42871	4605
903	42891	4554
904	42927	4506
905	42961	4457
906	42996	4408
907	43036	4360
908	43080	4312
909	43116	4264
910	43151	4215
