iter	Passed	Remaining
0	4	2144
1	8	2153
2	15	2627
3	18	2324
4	23	2286
5	25	2136
6	29	2052
7	32	2029
8	36	1992
9	40	1979
10	43	1941
11	47	1915
12	49	1856
13	52	1832
14	56	1831
15	59	1811
16	63	1815
17	66	1790
18	71	1802
19	74	1782
20	79	1814
21	82	1796
22	87	1804
23	92	1832
24	96	1838
25	99	1822
26	105	1839
27	107	1815
28	112	1829
29	116	1825
30	121	1830
31	125	1835
32	129	1831
33	134	1845
34	139	1859
35	174	2252
36	184	2311
37	192	2335
38	202	2390
39	208	2396
40	213	2394
41	218	2383
42	224	2390
43	236	2448
44	242	2448
45	262	2587
46	268	2584
47	273	2579
48	280	2579
49	286	2574
50	292	2572
51	297	2560
52	305	2578
53	351	2903
54	378	3063
55	415	3295
56	422	3280
57	427	3260
58	434	3245
59	440	3228
60	446	3213
61	452	3199
62	458	3178
63	464	3162
64	470	3149
65	476	3131
66	481	3111
67	488	3102
68	494	3089
69	500	3074
70	508	3070
71	514	3057
72	524	3069
73	532	3067
74	539	3054
75	544	3038
76	550	3021
77	557	3015
78	564	3008
79	570	2993
80	576	2980
81	582	2970
82	588	2957
83	594	2942
84	599	2926
85	605	2913
86	610	2896
87	614	2879
88	621	2867
89	628	2862
90	635	2855
91	642	2851
92	655	2867
93	663	2866
94	671	2861
95	676	2845
96	696	2893
97	703	2883
98	709	2872
99	715	2863
100	721	2851
101	727	2838
102	733	2826
103	738	2813
104	744	2801
105	751	2792
106	756	2779
107	761	2764
108	768	2757
109	774	2746
110	781	2738
111	787	2726
112	793	2716
113	799	2706
114	805	2698
115	811	2687
116	817	2676
117	822	2663
118	829	2656
119	835	2645
120	840	2634
121	848	2627
122	855	2623
123	862	2614
124	870	2610
125	877	2603
126	885	2600
127	891	2590
128	900	2590
129	905	2577
130	911	2566
131	917	2556
132	923	2548
133	928	2537
134	939	2540
135	950	2545
136	956	2535
137	963	2528
138	970	2519
139	975	2509
140	982	2500
141	987	2489
142	993	2480
143	1000	2474
144	1007	2467
145	1015	2461
146	1022	2455
147	1028	2446
148	1035	2439
149	1041	2430
150	1047	2421
151	1054	2413
152	1061	2406
153	1067	2399
154	1073	2389
155	1080	2381
156	1085	2372
157	1092	2364
158	1099	2357
159	1105	2348
160	1111	2340
161	1116	2328
162	1120	2317
163	1126	2308
164	1131	2298
165	1136	2286
166	1142	2277
167	1147	2267
168	1152	2258
169	1158	2248
170	1164	2240
171	1169	2230
172	1174	2220
173	1179	2210
174	1185	2201
175	1191	2192
176	1198	2186
177	1203	2176
178	1207	2165
179	1213	2156
180	1216	2143
181	1219	2131
182	1224	2121
183	1229	2111
184	1232	2098
185	1236	2087
186	1241	2077
187	1245	2066
188	1248	2053
189	1251	2041
190	1255	2030
191	1259	2020
192	1265	2012
193	1271	2005
194	1287	2014
195	1300	2017
196	1312	2018
197	1338	2041
198	1357	2053
199	1366	2049
200	1374	2045
201	1381	2038
202	1390	2034
203	1397	2027
204	1404	2020
205	1411	2014
206	1422	2013
207	1431	2009
208	1440	2006
209	1446	1998
210	1455	1993
211	1464	1989
212	1474	1986
213	1489	1990
214	1506	1997
215	1546	2033
216	1672	2180
217	1720	2225
218	1755	2252
219	1789	2277
220	1803	2277
221	1845	2310
222	1881	2337
223	1912	2355
224	1953	2387
225	1994	2418
226	2026	2437
227	2064	2462
228	2098	2482
229	2180	2559
230	2199	2561
231	2217	2561
232	2231	2556
233	2244	2551
234	2259	2547
235	2272	2541
236	2284	2535
237	2294	2526
238	2306	2518
239	2321	2515
240	2351	2526
241	2374	2531
242	2393	2531
243	2410	2528
244	2439	2538
245	2460	2540
246	2479	2540
247	2499	2539
248	2513	2533
249	2529	2529
250	2542	2522
251	2553	2512
252	2572	2511
253	2584	2502
254	2591	2489
255	2599	2477
256	2606	2464
257	2613	2451
258	2621	2439
259	2628	2426
260	2637	2415
261	2646	2404
262	2655	2393
263	2662	2380
264	2673	2371
265	2682	2360
266	2691	2349
267	2702	2339
268	2728	2343
269	2738	2333
270	2748	2322
271	2757	2311
272	2767	2301
273	2775	2289
274	2785	2279
275	2795	2268
276	2804	2258
277	2813	2246
