iter	RMSE
220	5.407876827
221	5.406089113
222	5.404216302
223	5.402312666
224	5.400676466
225	5.39645878
226	5.39612827
227	5.395778019
228	5.393864647
229	5.380697677
230	5.377202515
231	5.374607563
232	5.373227903
233	5.371013214
234	5.3694244
235	5.368901612
236	5.367117384
237	5.366439654
238	5.36272483
239	5.361450749
240	5.358328945
241	5.356679048
242	5.356085096
243	5.351894524
244	5.351546243
245	5.350489431
246	5.349394754
247	5.347114803
248	5.346720632
249	5.346294984
250	5.343741546
251	5.342833012
252	5.341499459
253	5.340308335
254	5.337930811
255	5.336003029
256	5.334689263
257	5.332961394
258	5.330718595
259	5.327416176
260	5.324885144
261	5.323717258
262	5.323151537
263	5.320292923
264	5.317357023
265	5.316692802
266	5.314420407
267	5.313822469
268	5.312280125
269	5.311418267
270	5.310316982
271	5.309225177
272	5.308963424
273	5.306146033
274	5.304113151
275	5.301378073
276	5.300658069
277	5.298618797
278	5.295364874
279	5.293500958
280	5.288124526
281	5.287561685
282	5.277775115
283	5.276710383
284	5.275031121
285	5.273546935
286	5.271314172
287	5.270929681
288	5.269725332
289	5.268467962
290	5.266617431
291	5.265116178
292	5.264652596
293	5.263092791
294	5.260386237
295	5.258469895
296	5.258061664
297	5.256584381
298	5.255919764
299	5.253135942
300	5.253049448
301	5.251639709
302	5.250550625
303	5.249583616
304	5.247696721
305	5.245800933
306	5.244428138
307	5.243716412
308	5.24281233
309	5.242414851
310	5.24052445
311	5.238482242
312	5.235930534
313	5.232323701
314	5.231234275
315	5.230250826
316	5.229573414
317	5.22809801
318	5.227385806
319	5.223335445
320	5.22244215
321	5.218470218
322	5.216193747
323	5.21593508
324	5.214768388
325	5.206907397
326	5.204091966
327	5.203576586
328	5.20172662
329	5.201297325
330	5.199224505
331	5.198479737
332	5.196911166
333	5.195591321
334	5.194534018
335	5.191197997
336	5.190735585
337	5.187196075
338	5.183367045
339	5.181791748
340	5.177769494
341	5.177210557
342	5.175629099
343	5.174439903
344	5.174155221
345	5.173572493
346	5.172085042
347	5.171376064
348	5.170047803
349	5.168704605
350	5.157470435
351	5.153618194
352	5.152932444
353	5.150403835
354	5.149341536
355	5.147882889
356	5.14763989
357	5.145658235
358	5.144423375
359	5.144152674
360	5.142415397
361	5.139812476
362	5.138963282
363	5.13817958
364	5.135844966
365	5.132916634
366	5.132108675
367	5.129924563
368	5.128892094
369	5.127035826
370	5.125085137
371	5.1243305
372	5.122541909
373	5.118407145
374	5.117745374
375	5.116482232
376	5.114432057
377	5.113970186
378	5.112625469
379	5.110102232
380	5.107781451
381	5.107120051
382	5.103243297
383	5.100463325
384	5.097252091
385	5.095004711
386	5.093743149
387	5.093359179
388	5.090495764
389	5.089212579
390	5.086891395
391	5.086027416
392	5.0842634
393	5.084085068
394	5.080811718
395	5.072769167
396	5.07023238
397	5.06573184
398	5.064208556
399	5.06201162
400	5.059362745
401	5.057464349
402	5.056721161
403	5.053523394
404	5.051837728
405	5.042979423
406	5.042027012
407	5.040195969
408	5.038348089
409	5.038005734
410	5.033046397
411	5.031906187
412	5.031273886
413	5.030881753
414	5.027551912
415	5.026868209
416	5.023200189
417	5.021954473
418	5.019014096
419	5.018138472
420	5.013130468
421	5.011816099
422	5.009580555
423	5.007524283
424	5.005510905
425	5.00405617
426	5.003108788
427	5.002394507
428	5.001615177
429	5.000528509
430	4.99814136
431	4.997833458
432	4.996636201
433	4.992090734
434	4.988777627
435	4.986950474
436	4.98454878
437	4.981270202
438	4.979833142
439	4.978886552
440	4.977423602
441	4.976374521
442	4.974911224
443	4.973887468
444	4.973192526
445	4.97298748
446	4.970968349
447	4.969349549
448	4.969168524
449	4.967276004
450	4.9656882
451	4.965056886
452	4.964252738
453	4.960576227
454	4.958418268
455	4.957054912
456	4.954936275
457	4.954768977
458	4.954676261
459	4.953871532
460	4.950701632
461	4.949868802
462	4.949380562
463	4.946819034
464	4.946090591
465	4.944807707
466	4.942988791
467	4.942911996
468	4.94110575
469	4.940209725
470	4.938130585
471	4.936868731
472	4.934717749
473	4.931001305
474	4.930824835
475	4.92930107
476	4.928849239
477	4.926590556
478	4.924387594
479	4.921225975
480	4.920620357
481	4.919138869
482	4.918164377
483	4.915156643
484	4.914187601
485	4.911429115
486	4.909890069
487	4.909716084
488	4.907086764
489	4.906365845
490	4.904896773
491	4.900619466
492	4.900567854
493	4.896592324
494	4.895137626
495	4.894335198
496	4.89239254
497	4.892065772
498	4.889817868
499	4.888091666
