iter	RMSE
0	7.71536085
1	7.45920609
2	7.226919392
3	7.031161553
4	6.866518211
5	6.725089993
6	6.619210805
7	6.515791488
8	6.428308406
9	6.36636116
10	6.310767369
11	6.26076432
12	6.214790191
13	6.183758474
14	6.144131403
15	6.114479531
16	6.091023128
17	6.066808803
18	6.047992256
19	6.034358567
20	6.022840204
21	6.010564326
22	5.995576406
23	5.982511768
24	5.976923638
25	5.962876459
26	5.952200081
27	5.942369189
28	5.936838799
29	5.92924122
30	5.921124068
31	5.899785713
32	5.893645054
33	5.883839604
34	5.878181944
35	5.874862732
36	5.867012431
37	5.863982855
38	5.860234318
39	5.854103603
40	5.851737507
41	5.84052755
42	5.838628244
43	5.831751551
44	5.830194872
45	5.824509411
46	5.823588151
47	5.817290501
48	5.814857406
49	5.810937391
50	5.806216301
51	5.800119488
52	5.79843171
53	5.795763968
54	5.794599142
55	5.788629617
56	5.784646419
57	5.78160905
58	5.776268449
59	5.774168596
60	5.771022392
61	5.76982277
62	5.767551928
63	5.766796151
64	5.763571061
65	5.759909084
66	5.75858325
67	5.75691759
68	5.752865564
69	5.746946786
70	5.744710475
71	5.73830459
72	5.736087464
73	5.72995266
74	5.727532459
75	5.726308295
76	5.722827552
77	5.717248659
78	5.712394918
79	5.711614757
80	5.70501673
81	5.701209633
82	5.700916143
83	5.69781637
84	5.69562459
85	5.684280191
86	5.68195593
87	5.67962716
88	5.67526931
89	5.672641487
90	5.668993391
91	5.666049411
92	5.662928907
93	5.659247846
94	5.65753921
95	5.653930656
96	5.649181753
97	5.646278568
98	5.64360758
99	5.640054801
100	5.636683412
101	5.63323491
102	5.630746479
103	5.627379232
104	5.624478273
105	5.621907523
106	5.618680742
107	5.613969955
108	5.611598602
109	5.610398947
110	5.608386857
111	5.60473453
112	5.604346618
113	5.599234024
114	5.595769296
115	5.592742513
116	5.588778356
117	5.586268728
118	5.583679471
119	5.581746426
120	5.575622318
121	5.571257448
122	5.569598027
123	5.568551938
124	5.566064281
125	5.564606616
126	5.564184592
127	5.562913704
128	5.56109404
129	5.55732222
130	5.551595988
131	5.548837998
132	5.546426796
133	5.542001096
134	5.538438442
135	5.535857381
136	5.529992385
137	5.527040408
138	5.526341836
139	5.522060266
140	5.521321988
141	5.519827485
142	5.517511141
143	5.515820902
144	5.51192325
145	5.509967852
146	5.508266144
147	5.504704745
148	5.502605529
149	5.501398901
150	5.498874337
151	5.497693643
152	5.496023112
153	5.494650399
154	5.493078969
155	5.490294471
156	5.488096599
157	5.487191518
158	5.48510344
159	5.482264488
160	5.482098457
161	5.478755498
162	5.472945813
163	5.467501668
164	5.463818897
165	5.457157361
166	5.456297742
167	5.454700399
168	5.4545622
169	5.453413747
170	5.452115934
171	5.451118663
172	5.449365047
173	5.446644287
174	5.442003997
175	5.44076743
176	5.439461218
177	5.437716006
178	5.434578608
179	5.433662384
180	5.432205857
181	5.430963078
182	5.428991456
183	5.428071684
184	5.42407563
185	5.420335013
186	5.418411715
187	5.417600312
188	5.416625337
189	5.415350451
190	5.411386415
191	5.409204486
192	5.408502015
193	5.407032596
194	5.404387012
195	5.402426876
196	5.399402628
197	5.39571018
198	5.393542297
199	5.389021944
200	5.388359931
201	5.387502623
202	5.385453525
203	5.383756536
204	5.381683776
205	5.376822335
206	5.375114052
207	5.372638169
208	5.370746805
209	5.363243757
210	5.359554228
211	5.35825412
212	5.356283242
213	5.353582717
214	5.349911248
215	5.349128074
216	5.347071444
217	5.34373647
218	5.341565914
219	5.336697513
220	5.335849677
221	5.334913957
222	5.334281598
223	5.331694786
224	5.327585311
225	5.325754492
226	5.323073328
227	5.320953901
228	5.320282241
229	5.306264657
230	5.304351429
231	5.301817605
232	5.301026849
233	5.298591988
234	5.296068175
235	5.293632318
236	5.292905977
237	5.291970926
238	5.290599963
239	5.288424298
240	5.286289041
241	5.285792273
242	5.282714055
243	5.279878264
244	5.27823757
245	5.276820012
246	5.274648043
247	5.271792379
248	5.269449893
249	5.267770941
250	5.266974578
251	5.265775604
252	5.263473374
253	5.261521297
254	5.260779596
255	5.257736914
256	5.256676173
257	5.254132327
258	5.25368473
259	5.251744085
260	5.249228935
261	5.246360996
262	5.245762326
263	5.243389403
264	5.243100673
265	5.240990102
266	5.239015932
267	5.236820166
268	5.234733913
269	5.232771827
270	5.230773936
271	5.228821286
272	5.224530422
273	5.223815766
274	5.22332769
275	5.220996575
276	5.220833818
277	5.218511118
278	5.216648176
279	5.215410433
280	5.213872468
281	5.211962046
282	5.210449615
283	5.209049007
284	5.208010402
285	5.205833845
286	5.204325122
287	5.200160857
288	5.199076188
289	5.196761888
290	5.194688189
291	5.19001397
292	5.187947318
293	5.186785996
294	5.185351336
295	5.183354464
296	5.179033152
297	5.178648653
298	5.17697211
299	5.175647652
300	5.174073882
301	5.173564743
302	5.172744692
303	5.169807152
304	5.167550307
305	5.164980922
306	5.163746235
307	5.162938747
308	5.161625179
309	5.15902505
310	5.158710732
311	5.158092382
312	5.157205977
313	5.155083481
314	5.153379926
315	5.151516066
316	5.150007043
317	5.147511338
318	5.146520222
319	5.145152172
320	5.143055731
321	5.142281676
322	5.140194693
323	5.136228189
324	5.134745076
325	5.132106963
326	5.128133846
327	5.126208909
328	5.125558354
329	5.12438553
330	5.122073346
331	5.12079353
332	5.119046723
333	5.117958175
334	5.116127894
335	5.114380929
336	5.110975506
337	5.109669068
338	5.108289522
339	5.105969419
340	5.102400565
341	5.099788378
342	5.098309389
343	5.092817656
344	5.089453871
345	5.085384364
346	5.081979198
347	5.079286005
348	5.07768649
349	5.07579321
350	5.071682712
351	5.069550776
352	5.066773131
353	5.066517482
354	5.06483804
355	5.064298038
356	5.064094659
357	5.060336753
358	5.059295498
359	5.055488677
360	5.053812234
361	5.0535122
362	5.049769112
363	5.048421079
364	5.04794333
365	5.046656359
366	5.045638043
367	5.043326655
368	5.042559321
369	5.040010409
370	5.039778743
371	5.038694797
