iter	RMSE
315	6.24542441
316	6.244377358
317	6.243357964
318	6.242352398
319	6.241140635
320	6.240654354
321	6.239578767
322	6.238920251
323	6.237839401
324	6.236554126
325	6.235870745
326	6.234992571
327	6.234585499
328	6.234375422
329	6.233650677
330	6.232951534
331	6.231679966
332	6.230772401
333	6.230022914
334	6.229580653
335	6.228439529
336	6.22734954
337	6.226730937
338	6.226621059
339	6.225096706
340	6.224447734
341	6.224091137
342	6.222899929
343	6.221965555
344	6.221445771
345	6.220993607
346	6.22042646
347	6.219891287
348	6.218948866
349	6.218178345
350	6.217661318
351	6.21726107
352	6.216748504
353	6.215898958
354	6.214569278
355	6.21422378
356	6.213677563
357	6.213295819
358	6.212502816
359	6.211689863
360	6.21095758
361	6.210318778
362	6.209927886
363	6.208487596
364	6.207770631
365	6.207355035
366	6.206702342
367	6.205644179
368	6.205140258
369	6.205086935
370	6.203738996
371	6.202926971
372	6.201707735
373	6.201075553
374	6.199705319
375	6.199279779
376	6.198895882
377	6.198584645
378	6.198108175
379	6.196758858
380	6.196366432
381	6.195374842
382	6.195058862
383	6.194620665
384	6.194091422
385	6.194083578
386	6.193281697
387	6.192991112
388	6.192489156
389	6.19161106
390	6.190418227
391	6.189754739
392	6.189384975
393	6.188812435
394	6.18865443
395	6.188513352
396	6.187359478
397	6.186393245
398	6.185633503
399	6.184543894
400	6.183771089
401	6.183103657
402	6.18252815
403	6.180960446
404	6.180247815
405	6.179683051
406	6.17868887
407	6.178476736
408	6.177550113
409	6.176661512
410	6.175826009
411	6.174882682
412	6.174510923
413	6.174002714
414	6.173524532
415	6.173225502
416	6.172519562
417	6.172071408
418	6.171951398
419	6.171237528
420	6.170555708
421	6.17020733
422	6.169836831
423	6.169005173
424	6.169005155
425	6.168329945
426	6.167748342
427	6.166676938
428	6.166174377
429	6.165711056
430	6.164840324
431	6.164078949
432	6.163446545
433	6.161766094
434	6.161212602
435	6.160601486
436	6.160015051
437	6.159211301
438	6.159016012
439	6.158489998
440	6.15778139
441	6.157366097
442	6.156609531
443	6.156047609
444	6.155666485
445	6.155207057
446	6.154486684
447	6.153785303
448	6.153415586
449	6.153175302
450	6.15269914
451	6.152152629
452	6.15105067
453	6.150200724
454	6.149800082
455	6.149618966
456	6.148510445
457	6.148327705
458	6.148298404
459	6.147327679
460	6.147299962
461	6.146128613
462	6.145795459
463	6.145358306
464	6.144893203
465	6.144163586
466	6.143868557
467	6.142940408
468	6.142454142
469	6.142237946
470	6.142093455
471	6.141894547
472	6.141683217
473	6.141516252
474	6.141067479
475	6.14062692
476	6.139897228
477	6.139699408
478	6.139296933
479	6.138748114
480	6.138225468
481	6.137614709
482	6.13759645
483	6.137510986
484	6.137228488
485	6.13686278
486	6.136143672
487	6.135707873
488	6.135251797
489	6.134933394
490	6.134406911
491	6.133670576
492	6.133276097
493	6.132917566
494	6.132129213
495	6.131321393
496	6.131045587
497	6.130071669
498	6.129725169
499	6.12921385
500	6.128903373
501	6.128551649
502	6.127795362
503	6.126615466
504	6.125864498
505	6.1254531
506	6.125091706
507	6.124691725
508	6.124354751
509	6.124124026
510	6.123685693
511	6.12312393
512	6.122624296
513	6.122266167
514	6.121790818
515	6.121600591
516	6.121084356
517	6.120396771
518	6.119483044
519	6.117902648
520	6.117533518
521	6.117117574
522	6.116524219
523	6.116083718
524	6.115531449
525	6.115262574
526	6.114920914
527	6.114283421
528	6.113810004
529	6.113566002
530	6.112918272
531	6.112766232
532	6.112460034
533	6.112218502
534	6.111538302
535	6.110952906
536	6.110423979
537	6.110039134
538	6.109529171
539	6.109120987
540	6.107932774
541	6.106787973
542	6.10584109
543	6.105525939
544	6.104449929
545	6.104411564
546	6.104146125
547	6.103605406
548	6.103178593
549	6.103163141
550	6.102591691
551	6.101891535
552	6.100940158
553	6.100940152
554	6.100611315
555	6.100457352
556	6.099814271
557	6.09892667
558	6.09854215
559	6.098473437
560	6.097992148
561	6.097528835
562	6.096598743
563	6.095856826
564	6.095381521
565	6.095217658
566	6.094536952
567	6.094390438
568	6.093546703
569	6.093501776
570	6.093423685
571	6.093096977
572	6.092608672
573	6.092061451
574	6.091544086
575	6.091231298
576	6.091116973
577	6.090524016
578	6.089946701
579	6.089343789
580	6.088978739
581	6.088166387
582	6.087690574
583	6.087025949
584	6.08604383
585	6.085660227
586	6.084885631
587	6.084431328
588	6.083670928
589	6.083181663
590	6.082663619
591	6.082090616
592	6.081411823
593	6.080253014
594	6.07965916
595	6.079454772
596	6.079085796
597	6.078210089
598	6.078079782
599	6.077409244
600	6.076278216
601	6.076278197
602	6.075653408
603	6.074847005
604	6.074528113
605	6.074311379
606	6.074006395
607	6.073692505
608	6.072446277
609	6.071920091
610	6.07176205
611	6.07144077
612	6.070805822
613	6.070747823
614	6.07046185
615	6.069991782
616	6.069971286
617	6.069606166
618	6.069349561
619	6.069347784
620	6.068829096
621	6.068422666
622	6.068168361
623	6.067430433
624	6.067402331
625	6.06727626
626	6.066501916
627	6.06597897
628	6.065259188
629	6.064369244
630	6.06396747
631	6.063474059
632	6.062929574
633	6.062553529
634	6.062127431
635	6.061708351
636	6.061303056
637	6.061299308
638	6.0610476
639	6.060990937
640	6.060068961
641	6.05967314
642	6.059166223
643	6.058617301
644	6.058077622
645	6.057705515
646	6.057501573
647	6.056733817
648	6.056442288
649	6.055256433
650	6.0548959
651	6.053622309
652	6.053091183
653	6.052426883
654	6.051387678
655	6.05036926
656	6.049980365
657	6.049638755
658	6.049137367
659	6.049071023
660	6.048759326
661	6.047312316
662	6.046941603
663	6.04690608
664	6.046826867
665	6.046491526
666	6.046030267
667	6.045377899
668	6.045014752
669	6.044699111
670	6.044696259
671	6.04441601
672	6.043912037
673	6.043889916
674	6.043513151
675	6.04288083
676	6.042548979
677	6.041927514
678	6.040876894
679	6.040692545
680	6.040689529
681	6.040617798
682	6.039180525
683	6.038291213
684	6.03799664
685	6.037658018
686	6.03697918
687	6.036019804
688	6.035333984
689	6.035105965
690	6.03445216
691	6.033816849
692	6.033231811
693	6.032139385
694	6.031729666
695	6.031538858
696	6.030684113
697	6.030196106
698	6.030041862
699	6.029848542
700	6.029177715
701	6.029166311
702	6.028624526
703	6.027815753
704	6.027142793
705	6.026711268
706	6.02618513
707	6.025191118
708	6.024859259
709	6.024621044
710	6.024261218
711	6.023200324
712	6.022371315
713	6.022335671
714	6.021821091
715	6.021510735
716	6.021159271
717	6.020194684
718	6.020002977
719	6.019286329
720	6.01836625
721	6.017922285
722	6.017205783
723	6.017189841
724	6.016351744
725	6.015343611
726	6.014882154
727	6.014354814
728	6.013835099
729	6.013157913
730	6.012468181
731	6.012339087
732	6.011413291
733	6.010887229
734	6.010599969
735	6.009967119
736	6.009019192
737	6.008503202
738	6.007546012
739	6.00650565
740	6.005623701
741	6.005356437
742	6.005027521
743	6.004565266
744	6.00425279
745	6.00395233
746	6.002829232
747	6.002159023
748	6.001846895
749	6.001300044
750	6.00085259
751	6.000534145
752	5.99972621
753	5.999229684
754	5.999016057
755	5.998474623
756	5.997877244
757	5.997624429
758	5.996268139
759	5.995843791
760	5.995059069
761	5.994222593
762	5.993437184
763	5.993009382
764	5.992370739
765	5.991895855
766	5.990949437
767	5.990531698
768	5.990196129
769	5.989835458
770	5.989689219
771	5.98898588
772	5.988220739
773	5.987758425
774	5.987085443
775	5.986781365
776	5.986488054
777	5.986087528
778	5.985722363
779	5.984673746
780	5.984508975
781	5.984116926
782	5.983583525
783	5.983124402
784	5.982509134
785	5.982007135
786	5.981991481
787	5.981725412
788	5.981581329
789	5.980474545
790	5.979909304
791	5.979093782
792	5.978772932
793	5.978403614
794	5.977320543
795	5.976933418
796	5.976809492
797	5.976588441
798	5.976095184
799	5.975965891
800	5.975000623
801	5.974316814
802	5.97374102
803	5.972692594
804	5.972178991
805	5.971859344
806	5.971038047
807	5.970265999
808	5.969722897
809	5.96945208
810	5.969233199
811	5.968811042
812	5.968706882
813	5.968484284
814	5.968184882
815	5.967475451
816	5.967024949
817	5.966533573
818	5.966403478
819	5.966374008
820	5.965253816
821	5.964699836
822	5.964301692
823	5.963544283
824	5.963075396
825	5.962454177
826	5.962141404
827	5.961867232
828	5.961675413
829	5.960959047
830	5.960521505
831	5.960192538
832	5.959785813
833	5.958950771
834	5.958664968
835	5.95830406
836	5.95773932
837	5.957146949
838	5.956808929
839	5.956364382
840	5.955872704
841	5.955211685
842	5.954745951
843	5.954152631
844	5.953675671
845	5.953482201
846	5.95303129
847	5.95254495
848	5.951731474
849	5.951363601
850	5.95136359
851	5.951337412
852	5.950903883
853	5.950379706
854	5.949661499
855	5.949362728
856	5.948609967
857	5.94801989
858	5.947869092
859	5.947644784
860	5.947110252
861	5.94670817
862	5.946081688
863	5.945547982
864	5.945488073
865	5.945487128
866	5.945192375
867	5.945016983
868	5.94399488
869	5.943790898
870	5.943618431
871	5.943402438
872	5.942380144
873	5.941825202
874	5.941509862
875	5.941255573
876	5.94094858
877	5.940780959
878	5.940722679
879	5.940023993
880	5.939482661
881	5.938308314
882	5.93740271
883	5.936699166
884	5.936541212
885	5.935867949
886	5.935209963
887	5.934879466
888	5.934059309
889	5.933320887
890	5.933250117
891	5.933098476
892	5.932538036
893	5.932332001
894	5.93195366
895	5.931739013
896	5.931395346
897	5.930550161
898	5.93026785
899	5.929823306
900	5.928965134
901	5.928881367
902	5.928589548
903	5.928307912
904	5.928018798
905	5.92740944
906	5.926881354
907	5.926576172
908	5.926303298
909	5.925435521
910	5.924928615
911	5.924490178
912	5.924373557
913	5.923306801
914	5.922457778
915	5.921690656
916	5.921008824
917	5.92076769
918	5.920459285
919	5.920050562
920	5.918818987
921	5.918493757
922	5.917627994
923	5.916810653
924	5.9156298
925	5.915038569
926	5.914382918
927	5.913711566
928	5.91299237
929	5.912815224
930	5.912287812
931	5.911993396
932	5.911626492
933	5.911038117
934	5.909616661
935	5.909270215
936	5.909087385
937	5.908978895
938	5.908511411
939	5.908275527
940	5.907471327
941	5.906508873
942	5.906373615
943	5.905979517
944	5.905261454
945	5.905041395
946	5.904584976
947	5.904217999
948	5.904053344
949	5.903205263
950	5.902758304
951	5.901953969
952	5.901239655
953	5.900743365
954	5.900264697
955	5.899846056
956	5.899280435
957	5.8985549
958	5.898340965
959	5.897411209
960	5.89725593
961	5.897060283
962	5.896760924
963	5.895746201
964	5.895549266
965	5.895368492
966	5.894827146
967	5.894129378
968	5.893829061
969	5.893560289
970	5.893227744
971	5.892571012
972	5.892278201
973	5.89186717
974	5.891727757
975	5.891398503
976	5.891033604
977	5.890532961
978	5.890110661
979	5.8898886
980	5.889188627
981	5.88892723
982	5.887747196
983	5.887511711
984	5.886942004
985	5.88671486
986	5.886413885
987	5.885962169
988	5.885312736
989	5.885056013
990	5.884685915
991	5.883967762
992	5.883731851
993	5.883452343
994	5.88293657
995	5.882707291
996	5.882321011
997	5.882084662
998	5.881626205
999	5.881233172
