iter	Passed	Remaining
403	13530	19961
404	13548	19904
405	13569	19852
406	13597	19812
407	13658	19817
408	13708	19808
409	13723	19747
410	13737	19686
411	13745	19617
412	13754	19549
413	13765	19483
414	13779	19423
415	13792	19362
416	13806	19302
417	13821	19243
418	13829	19176
419	13838	19110
420	13851	19049
421	13863	18987
422	13877	18929
423	13891	18872
424	13894	18798
425	13909	18742
426	13922	18683
427	13939	18628
428	13954	18573
429	13970	18519
430	13987	18466
431	13997	18403
432	14007	18342
433	14016	18280
434	14029	18222
435	14040	18162
436	14055	18108
437	14064	18046
438	14075	17987
439	14091	17934
440	14106	17880
441	14125	17832
442	14144	17784
443	14177	17753
444	14193	17702
445	14208	17648
446	14224	17597
447	14240	17546
448	14250	17487
449	14254	17422
450	14266	17366
451	14276	17308
452	14285	17250
453	14302	17201
454	14319	17151
455	14329	17094
456	14340	17039
457	14356	16988
458	14365	16931
459	14380	16881
460	14382	16815
461	14392	16760
462	14402	16704
463	14412	16649
464	14421	16593
465	14433	16539
466	14445	16486
467	14460	16438
468	14476	16390
469	14498	16349
470	14518	16306
471	14537	16262
472	14549	16211
473	14559	16156
474	14569	16103
475	14579	16050
476	14590	15997
477	14601	15945
478	14613	15894
479	14624	15842
480	14635	15791
481	14647	15741
482	14650	15681
483	14653	15622
484	14664	15571
485	14679	15524
486	14691	15475
487	14789	15516
488	14806	15472
489	14820	15425
490	14829	15372
491	14837	15320
492	14845	15266
493	14852	15213
494	14861	15161
495	14871	15111
496	14929	15109
497	14994	15114
498	15019	15080
499	15039	15039
500	15058	14998
501	15085	14965
502	15108	14928
503	15131	14891
504	15148	14848
505	15164	14805
506	15173	14754
507	15183	14705
508	15193	14656
509	15209	14612
510	15240	14584
511	15252	14537
512	15264	14490
513	15273	14441
514	15286	14395
515	15297	14348
516	15309	14302
517	15320	14256
518	15332	14210
519	15343	14163
520	15354	14117
521	15365	14070
522	15377	14025
523	15389	13979
524	15399	13933
525	15416	13892
526	15434	13853
527	15451	13812
528	15466	13770
529	15474	13723
530	15486	13677
531	15494	13630
532	15504	13584
533	15514	13539
534	15523	13492
535	15533	13446
536	15543	13401
537	15555	13358
538	15568	13315
539	15586	13277
540	15602	13237
541	15618	13197
542	15630	13154
543	15639	13109
544	15650	13065
545	15652	13014
546	15662	12970
547	15673	12928
548	15683	12883
549	15685	12833
550	15696	12790
551	15705	12746
552	15719	12706
553	15722	12657
554	15733	12615
555	15739	12568
556	15750	12526
557	15761	12485
558	15770	12441
559	15780	12398
560	15873	12421
561	15891	12384
562	15905	12345
563	15917	12305
564	15935	12268
565	15945	12226
566	15955	12184
567	15965	12142
568	15972	12098
569	15975	12051
570	15984	12009
571	15992	11966
572	16001	11924
573	16011	11882
574	16023	11843
575	16033	11802
576	16044	11762
577	16056	11722
578	16070	11685
579	16087	11649
580	16102	11612
581	16116	11574
582	16127	11535
583	16135	11493
584	16145	11453
585	16156	11414
586	16167	11374
587	16180	11337
588	16190	11297
589	16200	11258
590	16223	11227
591	16239	11192
592	16256	11157
593	16273	11122
594	16282	11083
595	16297	11047
596	16315	11013
597	16332	10979
598	16346	10943
599	16357	10905
600	16368	10867
601	16371	10823
602	16382	10785
603	16395	10749
604	16404	10710
605	16413	10671
606	16424	10634
607	16436	10597
608	16448	10560
609	16460	10523
610	16470	10486
611	16481	10449
612	16495	10413
613	16498	10372
614	16508	10334
615	16520	10298
616	16526	10258
617	16535	10220
618	16545	10183
619	16547	10141
620	16558	10105
621	16569	10069
622	16586	10037
623	16596	10000
624	16600	9960
625	16603	9919
626	16613	9883
627	16624	9847
628	16637	9813
629	16648	9777
630	16658	9741
631	16672	9708
632	16684	9673
633	16695	9638
634	16709	9604
635	16720	9569
636	16731	9534
637	16733	9494
638	16744	9459
639	16755	9424
640	16766	9390
641	16777	9355
642	16789	9321
643	16803	9288
644	16814	9254
645	16842	9229
646	16854	9195
647	16917	9189
648	16961	9173
649	16979	9143
650	17002	9115
651	17014	9081
652	17028	9049
653	17041	9016
654	17054	8983
655	17064	8948
656	17073	8913
657	17082	8878
658	17094	8845
659	17097	8807
660	17109	8774
661	17124	8743
662	17139	8712
663	17147	8676
664	17156	8642
665	17171	8611
666	17183	8578
667	17194	8545
668	17207	8513
669	17217	8480
670	17220	8443
671	17228	8409
672	17238	8375
673	17242	8339
674	17253	8307
675	17272	8278
676	17290	8249
677	17306	8219
678	17320	8188
679	17332	8156
680	17339	8122
681	17358	8094
682	17377	8065
683	17400	8038
684	17420	8010
685	17438	7981
686	17453	7952
687	17468	7921
688	17478	7889
689	17489	7857
690	17501	7826
691	17513	7795
692	17533	7767
693	17560	7742
694	17571	7711
695	17581	7679
696	17590	7647
697	17600	7614
698	17611	7583
699	17622	7552
700	17632	7520
701	17636	7486
702	17645	7454
703	17656	7423
704	17667	7392
705	17678	7361
706	17687	7330
707	17697	7299
708	17709	7268
709	17728	7241
710	17743	7212
711	17761	7184
712	17776	7155
713	17780	7122
714	17793	7092
715	17805	7062
716	17816	7032
717	17828	7002
718	17840	6972
719	17850	6941
720	17860	6911
721	17871	6881
722	17883	6851
723	17887	6818
724	17899	6789
725	17909	6759
726	17919	6729
727	17932	6699
728	17946	6671
729	18043	6673
730	18057	6645
731	18070	6616
732	18082	6586
733	18091	6556
734	18103	6527
735	18113	6497
736	18121	6466
737	18129	6436
738	18137	6405
739	18147	6376
740	18156	6346
741	18167	6316
742	18177	6287
743	18189	6258
744	18198	6228
745	18208	6199
746	18220	6170
747	18232	6142
748	18246	6114
749	18264	6088
750	18280	6060
751	18296	6034
752	18312	6006
753	18340	5983
754	18351	5955
755	18361	5926
756	18371	5897
757	18383	5869
758	18393	5840
759	18403	5811
760	18414	5783
761	18424	5754
762	18434	5726
763	18445	5697
764	18457	5669
765	18469	5642
766	18489	5616
767	18504	5589
768	18515	5561
769	18531	5535
770	18551	5509
771	18571	5484
772	18583	5457
773	18594	5429
774	18604	5401
775	18614	5373
776	18625	5345
777	18633	5316
778	18642	5288
779	18654	5261
780	18666	5234
781	18680	5207
782	18696	5181
783	18713	5155
784	18724	5128
785	18740	5102
786	18742	5072
787	18752	5045
788	18763	5017
789	18773	4990
790	18787	4964
791	18803	4938
792	18816	4911
793	18830	4885
794	18842	4858
795	18852	4831
796	18864	4804
797	18874	4777
798	18886	4751
799	18902	4725
800	18918	4700
801	18930	4673
802	18941	4646
803	18952	4620
804	18963	4593
805	18974	4567
806	18985	4540
807	18998	4514
808	19011	4488
809	19020	4461
810	19032	4435
811	19136	4430
812	19156	4406
813	19174	4381
814	19190	4356
815	19200	4329
816	19213	4303
817	19227	4278
818	19246	4253
819	19254	4226
820	19271	4201
821	19288	4176
822	19307	4152
823	19319	4126
824	19330	4100
825	19340	4074
826	19352	4048
827	19371	4023
828	19400	4001
829	19423	3978
830	19457	3957
831	19469	3931
832	19480	3905
833	19488	3878
834	19499	3853
835	19509	3827
836	19527	3802
837	19541	3777
838	19553	3752
839	19565	3726
840	19597	3705
841	19616	3680
842	19633	3656
843	19650	3632
844	19667	3607
845	19684	3583
846	19692	3557
847	19706	3532
848	19718	3507
849	19728	3481
850	19729	3454
851	19734	3428
852	19745	3402
853	19756	3377
854	19770	3352
855	19781	3327
856	19789	3302
857	19801	3277
858	19810	3251
859	19821	3226
860	19834	3202
861	19850	3178
862	19866	3153
863	19882	3129
864	19894	3104
865	19895	3078
866	19905	3053
867	19916	3028
868	19929	3004
869	19954	2981
870	19974	2958
871	19995	2935
872	20012	2911
873	20034	2888
874	20054	2864
875	20068	2840
876	20080	2816
877	20095	2792
878	20107	2767
879	20119	2743
880	20226	2732
881	20241	2708
882	20364	2698
883	20395	2676
884	20426	2654
885	20450	2631
886	20472	2608
887	20493	2584
888	20509	2560
889	20525	2536
890	20535	2512
891	20540	2486
892	20548	2462
893	20559	2437
894	20569	2413
895	20578	2388
896	20588	2364
897	20600	2339
898	20611	2315
899	20624	2291
900	20636	2267
901	20647	2243
902	20659	2219
903	20674	2195
904	20697	2172
905	20721	2149
906	20750	2127
907	20762	2103
908	20774	2079
909	20784	2055
910	20798	2031
911	20808	2007
912	20820	1983
913	20831	1960
914	20843	1936
915	20861	1913
916	20875	1889
917	20886	1865
918	20894	1841
919	20921	1819
920	20953	1797
921	20974	1774
922	20996	1751
923	21016	1728
924	21032	1705
925	21052	1682
926	21068	1659
927	21085	1635
928	21105	1612
929	21121	1589
930	21148	1567
931	21170	1544
932	21191	1521
933	21212	1498
934	21288	1479
935	21345	1459
936	21360	1436
937	21374	1412
938	21398	1390
939	21407	1366
940	21418	1342
941	21428	1319
942	21436	1295
943	21447	1272
944	21457	1248
945	21467	1225
946	21481	1202
947	21497	1179
948	21512	1156
949	21529	1133
950	21543	1110
951	21553	1086
952	21566	1063
953	21579	1040
954	21593	1017
955	21604	994
956	21614	971
957	21626	948
958	21641	925
959	21652	902
960	21664	879
961	21675	856
962	21689	833
963	21702	810
964	21714	787
965	21723	764
966	21732	741
967	21743	718
968	21751	695
969	21764	673
970	21785	650
971	21802	628
972	21819	605
973	21837	582
974	21851	560
975	21867	537
976	21880	515
977	21890	492
978	21900	469
979	21912	447
980	21923	424
981	21933	402
982	21944	379
983	21955	357
984	21965	334
985	21973	311
986	21985	289
987	22003	267
988	22015	244
989	22026	222
990	22037	200
991	22047	177
992	22058	155
993	22068	133
994	22079	110
995	22103	88
996	22117	66
997	22127	44
998	22137	22
999	22147	0
